lights,T1,RH_1,T2,T3,T5,RH_5,RH_6,T8,Press_mm_hg,Windspeed,Visibility,weekType
0.0,0.2808988764044935,0.3019684489317369,0.14497756294615938,0.2458841132135987,0.28809704321455687,0.30751669907838,0.38127703754974906,0.22075055187637904,0.4370370388888887,0.1,0.609375,1.0
0.0,0.2808988764044935,0.2991763225884163,0.14349820050276207,0.2458841132135987,0.28809704321455687,0.30695301716411594,0.3748630096902578,0.22075055187637904,0.43518518333333134,0.1,0.609375,1.0
0.0,0.2808988764044935,0.29778025962616494,0.13876423881989508,0.2565747273893524,0.28809704321455687,0.30582565316648336,0.3702486013151064,0.22075055187637904,0.43333333333333,0.1,0.609375,1.0
0.0,0.2808988764044935,0.2947089209416853,0.13462202273571933,0.2565747273893524,0.28809704321455687,0.3039655026633973,0.3557708946184461,0.1986754966887423,0.43333333333333,0.11666666670000002,0.609375,1.0
0.0,0.27153558146067436,0.2919167945983643,0.13462202273571933,0.2565747273893524,0.28809704321455687,0.3029508751162593,0.3420430294168541,0.1986754966887423,0.43333333333333,0.1333333333,0.609375,1.0
0.0,0.2528089887640448,0.28940388101502124,0.13462202273571933,0.2565747273893524,0.28809704321455687,0.3018235111186268,0.33437157518601834,0.1986754966887423,0.43333333333333,0.15000000000000002,0.609375,1.0
0.0,0.2528089887640448,0.28940388101502124,0.13462202273571933,0.26192003367543304,0.2805155420773313,0.2994419548490741,0.3333333332756532,0.1986754966887423,0.43333333333333,0.16666666670000002,0.609375,1.0
0.0,0.2528089887640448,0.28940388101502124,0.13462202273571933,0.2726106478511867,0.28809704321455687,0.29906146951889734,0.331660610313203,0.1986754966887423,0.43333333333333,0.1833333333,0.609375,1.0
0.0,0.24344569382022474,0.28940388101502124,0.13462202273571933,0.26192003367543304,0.28809704321455687,0.29737042360700083,0.32920920574493856,0.19315673289183177,0.43333333333333,0.2,0.609375,1.0
0.0,0.22471910112359517,0.28940388101502124,0.13462202273571933,0.26192003367543304,0.28809704321455687,0.2961303233279783,0.3287766049489531,0.19131714569536395,0.4342592611111158,0.1833333333,0.609375,1.0
0.0,0.22471910112359517,0.28940388101502124,0.13462202273571933,0.26192003367543304,0.28809704321455687,0.29551027310391464,0.3287766049489531,0.17660044150110377,0.43518518333333134,0.16666666670000002,0.609375,1.0
0.0,0.22471910112359517,0.28940388101502124,0.1375807486580669,0.2726106478511867,0.28809704321455687,0.29449564555677676,0.3275076426717425,0.17660044150110377,0.43611111111111,0.15000000000000002,0.609375,1.0
0.0,0.22471910112359517,0.28940388101502124,0.14497756294615938,0.2726106478511867,0.28809704321455687,0.2933682815591443,0.3224317932168195,0.17660044150110377,0.4370370388888887,0.1333333333,0.609375,1.0
0.0,0.22471910112359517,0.2919167945983643,0.14645692538955624,0.2726106478511867,0.28809704321455687,0.29212818128012175,0.31551018048105206,0.17660044150110377,0.4379629611110971,0.11666666670000002,0.609375,1.0
0.0,0.21441947471910083,0.2919167945983643,0.15326199511451088,0.2726106478511867,0.28809704321455687,0.2916208675065528,0.30956912960719846,0.17660044150110377,0.43888888888889,0.1,0.609375,1.0
0.0,0.19382022471910076,0.28940388101502124,0.1523743772342514,0.277421423989737,0.28809704321455687,0.2906062399594148,0.3108380918844091,0.17660044150110377,0.4407407388888842,0.11666666670000002,0.609375,1.0
0.0,0.19382022471910076,0.29066033780669254,0.15533310315659898,0.2870429762668376,0.28809704321455687,0.2900425580451509,0.32225875289842537,0.17660044150110377,0.44259259444444154,0.1333333333,0.609375,1.0
0.0,0.19382022471910076,0.2984084880220008,0.16199023570521565,0.28223220012828776,0.28809704321455687,0.2889151940475183,0.3373709408202111,0.17660044150110377,0.44444444444444287,0.15000000000000002,0.609375,1.0
0.0,0.19382022471910076,0.3255619152135192,0.18003846352087072,0.2726106478511867,0.28809704321455687,0.2882951438234548,0.2906500548537809,0.17660044150110377,0.4462962944444442,0.16666666670000002,0.609375,1.0
0.0,0.19382022471910076,0.34385034198745634,0.2402485328822066,0.2870429762668376,0.28809704321455687,0.28604041599729424,0.20297629347638,0.17660044150110377,0.4481481500000086,0.1833333333,0.609375,1.0
0.0,0.21441947471910083,0.34943459425527923,0.3387741010221701,0.2977335904425913,0.28809704321455687,0.2831656379470703,0.13554824940301088,0.17660044150110377,0.45000000000000284,0.2,0.609375,1.0
0.0,0.22471910112359517,0.3590674296580949,0.4117362787670915,0.32071840923669015,0.29820571190295686,0.2810236464022998,0.07429197669146911,0.17660044150110377,0.4509259277777744,0.2166666667,0.609375,1.0
0.0,0.22471910112359517,0.35599609097361506,0.48049706576441276,0.33140902341244427,0.28809704321455687,0.27809250021138066,0.025783007440733693,0.17660044150110377,0.45185184999998995,0.23333333330000003,0.609375,1.0
0.0,0.22471910112359517,0.3547396341819433,0.5546427336711628,0.3420996359846056,0.29820571190295686,0.2770778726642428,0.006171771361827304,0.17660044150110377,0.4527777777777757,0.25,0.609375,1.0
0.0,0.24344569382022474,0.3522267205986005,0.6210365403448272,0.3527902501603588,0.30326004548900665,0.2752177221611567,0.0,0.1986754966887423,0.4537037055555615,0.2666666667,0.609375,1.0
0.0,0.2528089887640448,0.3522267205986005,0.6809803242385297,0.3527902501603588,0.30326004548900665,0.2752177221611567,0.0,0.1986754966887423,0.45462962777777705,0.28333333330000005,0.609375,1.0
0.0,0.2528089887640448,0.3522267205986005,0.7171951281611344,0.3527902501603588,0.30326004548900665,0.2744567515008032,0.0,0.1986754966887423,0.4555555555555486,0.30000000000000004,0.609375,1.0
0.0,0.2808988764044935,0.3728884543664823,0.7445633411306307,0.3474449438742786,0.30326004548900665,0.27369578084044976,0.0,0.1986754966887423,0.4574074055555428,0.30000000000000004,0.609375,1.0
0.0,0.2808988764044935,0.367583414858637,0.7445633411306307,0.32606371552277125,0.30326004548900665,0.27369578084044976,0.0,0.1986754966887423,0.45925926111110726,0.30000000000000004,0.609375,1.0
0.0,0.28932584269662875,0.350691051046951,0.7600966514462906,0.32071840923669015,0.40333586050037873,0.5831571827175106,0.0,0.1986754966887423,0.4611111111111086,0.30000000000000004,0.609375,1.0
0.0,0.30617977528089835,0.34761971236247136,0.7970807239223059,0.32071840923669015,0.6055092236542836,0.8976917223302614,0.0,0.1986754966887423,0.4629629611111099,0.30000000000000004,0.609375,1.0
0.0,0.30617977528089835,0.35753176052526436,0.8261649979888976,0.3367543296985245,0.5296942122820321,0.8829796228967617,0.0,0.1986754966887423,0.46481481666666724,0.30000000000000004,0.609375,1.0
0.0,0.3249063679775279,0.3606030992097442,0.8451600173126823,0.32606371552277125,0.4791508718726307,0.8863617147205547,0.0,0.1986754966887423,0.46666666666666146,0.30000000000000004,0.609375,1.0
0.0,0.3445692893258423,0.374563730088711,0.8526751809276236,0.32071840923669015,0.4498357346474604,0.8886728108565147,0.0,0.1986754966887423,0.46666666666666146,0.3166666667,0.609375,1.0
0.0,0.36516853932584237,0.4220298758310723,0.8654272893112092,0.32071840923669015,0.43972706595905997,0.8795411629322734,0.0,0.21339220088300248,0.46666666666666146,0.33333333330000003,0.609375,1.0
0.0,0.36516853932584237,0.3268183720051909,0.869865377676954,0.32071840923669015,0.4245640636846093,0.8360812829965334,0.0,0.22737306843267113,0.46666666666666146,0.35000000000000003,0.609375,1.0
